season,position,pff_player_id,wick_score,capped_wick_score
2024,QB,149182,52.7,44.4
2024,QB,105568,65,60.5
2024,QB,158683,45.7,35.3
2024,QB,122162,50.3,41.3
2024,QB,129906,53.6,45.6
2024,QB,143862,68.8,65.4
2024,QB,157756,14.1,0
2024,QB,156927,73.1,71.1
2024,QB,122475,57.6,50.9
2024,QB,172381,52.7,44.5
2024,QB,131396,82.9,83.8
2024,QB,158082,37.3,24.3
2024,QB,156733,38.6,26
2024,QB,144442,75.1,73.6
2024,QB,144971,51,42.2
2024,QB,184271,49.1,39.7
2024,QB,169984,83.8,85
2024,QB,162521,56.7,49.7
2024,QB,171556,57.6,50.8
2024,QB,157141,33.8,19.8
2024,QB,99135,59.7,53.6
2024,QB,145214,53.5,45.4
2024,QB,145996,66.3,62.2
2024,QB,101058,65.2,60.7
2024,QB,145086,36.6,23.4
2024,QB,122414,31.7,17
2024,QB,97998,79.8,79.8
2024,QB,164027,61.3,55.6
2024,QB,98014,58.7,52.3
2024,QB,145053,64,59.2
2024,QB,144185,61.7,56.2
2024,QB,146802,67.9,64.2
2024,QB,145266,47.9,38.2
2024,QB,123758,57.5,50.8
2024,QB,156185,46.6,36.4
2024,QB,97994,83.8,85
2024,QB,124010,62.6,57.4
2024,QB,133244,84.4,85.8
2024,QB,122282,78.6,78.2
2024,QB,131734,56.8,49.8
2024,QB,101284,59,52.6
2024,QB,173727,51.5,42.9
2024,QB,146839,59.1,52.8
2024,QB,156398,62.5,57.2
2024,QB,142567,62.7,57.5
2024,QB,131845,50,40.9
2024,QB,157344,50.5,41.6
2024,QB,146713,56.8,49.7
2024,QB,70961,65,60.5
2024,QB,70727,56.5,49.3
2024,QB,157302,52.2,43.8
2024,QB,104768,60.2,54.2
2024,QB,156642,62.1,56.7
2024,QB,144506,57.2,50.4
2024,QB,98362,65.4,61
2024,QB,175465,74.7,73.2
2024,QB,82115,72.8,70.6
2024,QB,158433,61.8,56.3
2024,QB,122864,43.9,33
2024,QB,127253,54.4,46.7
2024,QB,97617,49.3,39.9
2024,QB,123504,39.3,26.9
2024,QB,82136,56.1,48.9
2024,QB,146409,92.5,96.4
2024,QB,124184,60.8,55
2024,QB,70874,51.9,43.4
2024,QB,123109,50.9,42
2024,QB,143041,36.3,23
2024,QB,122599,78.7,78.3
2024,QB,86272,78.2,77.7
2024,QB,172309,76,74.8
2024,QB,174978,50.8,41.9
2024,QB,101286,49.8,40.6
2024,QB,163150,44.1,33.3
2024,QB,147609,58,51.3
2024,QB,102348,64.7,60.1
2024,QB,144847,45.2,34.6
2024,QB,122938,58.8,52.4
2024,QB,158323,64.9,60.3
2024,QB,100201,67.7,64
2024,QB,183305,48,38.3
2024,QB,101629,68.6,65.2
2024,QB,99577,53.6,45.6
2024,QB,158386,53.7,45.8
2024,QB,175731,39.4,27.1
2024,QB,158516,70.3,67.4
2024,QB,73929,27.8,11.9
2024,QB,150302,45.7,35.3
2024,QB,132046,56.5,49.4
2024,QB,156667,51.4,42.7
2024,QB,173684,58.7,52.2
2024,QB,143941,37.7,24.9
2024,QB,163817,54.5,46.8
2024,QB,99129,59,52.6
2024,QB,145858,43,31.8
2024,QB,124329,73.8,72
2024,QB,144197,0,0
2024,QB,131896,59.3,53
2024,QB,146688,52.6,44.3
2024,QB,174728,75.2,73.8
2024,QB,77679,46,35.6
2024,QB,83537,76.6,75.6
2024,QB,122830,61.8,56.4
2024,QB,157688,65.6,61.3
2024,QB,158135,47.1,37.1
2024,QB,131687,69.7,66.6
2024,QB,170131,50.3,41.3
2024,QB,101620,51.1,42.3
2024,QB,184200,65,60.5
2023,QB,157186,38.5,39.3
2023,QB,77679,45,47.3
2023,QB,83581,59.1,64.8
2023,QB,170131,47.5,50.5
2023,QB,144971,31.4,30.6
2023,QB,111760,43.9,46.1
2023,QB,145763,31.7,30.9
2023,QB,130529,37.7,38.4
2023,QB,77655,47.2,50.1
2023,QB,122864,40.1,41.3
2023,QB,144144,39.2,40.2
2023,QB,122282,53.3,57.6
2023,QB,97790,86.2,98.2
2023,QB,157141,23.9,21.3
2023,QB,156398,47.9,51
2023,QB,145034,58.4,63.9
2023,QB,131687,46.4,49.1
2023,QB,77696,51,54.8
2023,QB,131845,38.8,39.7
2023,QB,101620,26.6,24.6
2023,QB,144622,73.7,82.8
2023,QB,145266,49.4,52.8
2023,QB,133244,57.1,62.3
2023,QB,156190,26.2,24.2
2023,QB,139131,45.3,47.7
2023,QB,124010,71.5,80.1
2023,QB,77685,48.5,51.7
2023,QB,122938,54.4,59
2023,QB,98683,61.1,67.2
2023,QB,75886,63.3,70
2023,QB,145086,16.1,11.7
2023,QB,156787,17.8,13.9
2023,QB,97617,25.5,23.3
2023,QB,158683,67.5,75.1
2023,QB,99135,38.7,39.6
2023,QB,101286,47.9,51
2023,QB,97103,40.2,41.4
2023,QB,173983,27.3,25.5
2023,QB,77642,40,41.2
2023,QB,145170,0,0
2023,QB,97804,65.5,72.6
2023,QB,77628,30,28.9
2023,QB,156927,58.9,64.5
2023,QB,86272,74.2,83.4
2023,QB,122162,55.1,59.8
2023,QB,73929,52.2,56.3
2023,QB,83571,44.9,47.3
2023,QB,156185,34,33.8
2023,QB,82111,50.2,53.8
2023,QB,131896,60.8,66.8
2023,QB,163817,39,40
2023,QB,158323,42.4,44.2
2023,QB,98212,45.8,48.3
2023,QB,155757,25.1,22.9
2023,QB,97994,68.5,76.3
2023,QB,143041,54,58.5
2023,QB,170054,37.1,37.7
2023,QB,98002,59.7,65.5
2023,QB,101284,59.9,65.7
2023,QB,98362,44.5,46.7
2023,QB,124329,44.9,47.2
2023,QB,123109,49.2,52.5
2023,QB,83543,55.1,59.9
2023,QB,98014,64,70.8
2023,QB,70874,24.6,22.2
2023,QB,83520,40.6,42
2023,QB,104762,39.5,40.5
2023,QB,145714,49.9,53.4
2023,QB,83529,61.6,67.9
2023,QB,146409,67.1,74.7
2023,QB,97993,100,100
2023,QB,131928,58.9,64.6
2023,QB,158135,53.3,57.6
2023,QB,146054,72.5,81.3
2023,QB,78501,25.1,22.8
2023,QB,82151,60.1,66
2023,QB,174978,51.5,55.4
2023,QB,77689,42.5,44.3
2023,QB,97602,62.6,69.1
2023,QB,101058,66.5,73.9
2023,QB,83578,46.6,49.3
2023,QB,144052,34,33.7
2023,QB,132046,80.1,90.7
2023,QB,158386,24.7,22.4
2023,QB,100580,42.3,44.1
2023,QB,124359,43.9,46.1
2023,QB,99129,55.2,60
2023,QB,97998,58.8,64.4
2023,QB,145053,63.4,70.1
2023,QB,144506,52.8,57
2023,QB,82068,56.3,61.3
2023,QB,128176,43.8,45.9
2023,QB,129713,20.5,17.2
2023,QB,146802,48,51.1
2023,QB,123811,23.8,21.2
2023,QB,124099,56.2,61.2
2023,QB,174761,34.8,34.8
2023,QB,129802,33.3,32.9
2023,QB,82134,67.8,75.6
2023,QB,70961,53.2,57.5
2023,QB,123386,24,21.4
2023,QB,157404,28,26.3
2023,QB,129623,32.4,31.8
2023,QB,101629,47.9,50.9
2023,QB,83533,35.7,36
2023,QB,124716,73.2,82.1
2023,QB,127253,62.6,69.2
2023,QB,143862,41.9,43.6
2023,QB,60452,40,41.2
2023,QB,77618,65,72
2023,QB,144682,37,37.5
2023,QB,146839,41.7,43.3
2023,QB,131396,69.8,78
2023,QB,97408,62.5,69
2023,QB,124093,58.4,63.9
2023,QB,101625,40.5,41.8
2023,QB,99577,33.4,33
2023,QB,77656,62.8,69.4
2023,QB,145996,37.8,38.5
2023,QB,157615,33.7,33.4
2023,QB,144488,67.3,74.9
2023,QB,158433,33.5,33.2
2023,QB,163150,31.3,30.4
2023,QB,142933,43.5,45.6
2019,QB,60545,57.9,53.8
2019,QB,60570,51,44.5
2019,QB,60615,32.6,19.7
2019,QB,46511,43.1,33.8
2017,QB,60513,0,0
2017,QB,60344,41,61.2
2018,QB,83522,62.3,58.9
2018,QB,77679,69.2,67.7
2018,QB,40108,50.9,44.5
2018,QB,83547,0,0
2018,QB,60344,72,71.3
2018,QB,60604,62.1,58.6
2018,QB,40557,57,52.2
2018,QB,60613,35.4,24.8
2018,QB,40788,58,53.5
2018,QB,60353,47,39.5
2018,QB,40771,64.2,61.3
2018,QB,60581,52,45.8
2018,QB,40916,38.7,29
2018,QB,83578,47.8,40.5
2018,QB,40110,71.4,70.5
2018,QB,60446,45.6,37.7
2018,QB,60452,27.2,14.4
2018,QB,77618,46.9,39.3
2018,QB,40384,79.4,80.6
2018,QB,60551,46.7,39.1
2018,QB,40211,44,35.7
2018,QB,40709,66.8,64.7
2018,QB,60545,42.3,33.5
2018,QB,60570,59.5,55.4
2018,QB,60615,38.3,28.5
2018,QB,40207,48.6,41.6
2018,QB,83516,22.6,8.5
2018,QB,40508,55,49.7
2017,QB,40788,26.4,39.4
2017,QB,60382,30.4,45.4
2017,QB,60353,29,43.4
2017,QB,40771,34.3,51.3
2017,QB,40418,24.1,36
2017,QB,40110,54.6,81.6
2017,QB,40384,28.4,42.4
2023,QB,158154,29.3,28
2023,QB,83537,48.3,51.4
2023,QB,122225,52.1,56.1
2023,QB,122599,47.8,50.8
2023,QB,124184,51.6,55.5
2023,QB,156733,54.5,59.1
2022,QB,83522,63.5,62.8
2022,QB,157186,34,32.7
2022,QB,83581,25.2,23.7
2022,QB,144971,52.8,51.9
2022,QB,111760,61,60.2
2022,QB,145763,41.9,40.7
2022,QB,130529,26.4,24.9
2022,QB,77655,62.3,61.5
2022,QB,122864,31.4,30
2022,QB,131734,46.7,45.6
2022,QB,82115,52.3,51.4
2022,QB,122282,67.1,66.5
2022,QB,97790,84.9,84.6
2022,QB,147415,1.1,0
2022,QB,144442,69,68.4
2022,QB,145034,69.8,69.2
2022,QB,77696,37.1,35.8
2022,QB,144622,94.2,94.1
2022,QB,145266,27.7,26.2
2022,QB,133244,49.9,48.9
2022,QB,77685,59.8,59
2022,QB,77677,66.9,66.3
2022,QB,98683,62.2,61.5
2022,QB,60363,67.2,66.5
2022,QB,75886,66.8,66.2
2022,QB,130594,33,31.6
2022,QB,146082,85.1,84.8
2022,QB,97617,40.3,39.1
2022,QB,98025,70.9,70.4
2022,QB,158683,42.8,41.7
2022,QB,99135,27.3,25.9
2022,QB,101286,44.2,43.1
2022,QB,97103,39.6,38.4
2022,QB,77642,54.4,53.5
2022,QB,97804,59.3,58.4
2022,QB,77628,49.4,48.4
2022,QB,86272,68.5,67.9
2022,QB,122162,63.3,62.6
2022,QB,73929,49.9,48.9
2022,QB,122910,64.1,63.3
2022,QB,83571,60,59.2
2022,QB,156185,40.2,39
2022,QB,143834,43.4,42.3
2022,QB,82111,56.9,56
2022,QB,145858,28.2,26.7
2022,QB,129906,24.3,22.8
2022,QB,98212,72.9,72.4
2022,QB,155757,1.9,0
2022,QB,77636,37.1,35.9
2022,QB,97994,58.9,58.1
2022,QB,97784,46.6,45.5
2022,QB,145214,29.9,28.5
2022,QB,98002,93.9,93.8
2022,QB,101284,25.9,24.4
2022,QB,98362,48.8,47.8
2022,QB,124329,23.6,22
2022,QB,60593,99.4,99.4
2022,QB,60583,43.7,42.6
2022,QB,123109,78.2,77.8
2022,QB,83562,16,14.3
2022,QB,83543,54.5,53.6
2022,QB,130662,14.2,12.5
2022,QB,98014,43.1,42
2022,QB,143941,34.5,33.2
2022,QB,83520,37.8,36.6
2022,QB,60382,69.4,68.8
2022,QB,83529,67.5,66.8
2022,QB,146409,65.3,64.6
2022,QB,97993,78.9,78.5
2022,QB,131928,67,66.3
2022,QB,122496,39.3,38.1
2022,QB,78501,23.1,21.6
2022,QB,77689,26.5,25
2022,QB,97602,57.4,56.5
2022,QB,83578,48,47
2022,QB,100580,52,51
2022,QB,99129,78.9,78.5
2022,QB,97998,100,100
2022,QB,55029,50.1,49.1
2022,QB,156581,40.2,39
2022,QB,82068,50.7,49.7
2022,QB,39990,20.7,19.1
2022,QB,128176,46.3,45.2
2022,QB,82134,78,77.6
2022,QB,124366,44.1,43
2022,QB,77673,18.9,17.3
2022,QB,157404,64.9,64.2
2022,QB,60446,60,59.2
2022,QB,158044,0,0
2022,QB,157688,26,24.6
2022,QB,123714,45.1,44
2022,QB,101629,49.5,48.5
2022,QB,83533,39.4,38.2
2022,QB,127253,54.3,53.4
2022,QB,143862,70.2,69.6
2022,QB,131702,31.6,30.2
2022,QB,71295,23.6,22.1
2022,QB,77618,70.6,70
2022,QB,71512,35.1,33.8
2022,QB,82136,41.7,40.5
2022,QB,97408,60.2,59.4
2022,QB,77660,52.8,51.8
2022,QB,77656,74,73.5
2022,QB,145996,58.6,57.8
2022,QB,60459,53.1,52.2
2022,QB,83521,35,33.7
2022,QB,60552,72.9,72.4
2022,QB,60545,71.3,70.8
2022,QB,77669,62.1,61.3
2022,QB,158154,31.1,29.7
2022,QB,122475,54.3,53.4
2022,QB,83537,58.3,57.5
2022,QB,122225,49.7,48.7
2022,QB,122599,66,65.4
2022,QB,83542,47.9,46.9
2022,QB,124184,52.1,51.1
2022,QB,100201,40.9,39.8
2022,QB,158636,28.4,27
2021,QB,83522,63.9,57.2
2021,QB,63860,57.4,48.6
2021,QB,86285,43.8,30.4
2021,QB,83547,41.9,27.8
2021,QB,40056,51.5,40.7
2021,QB,60396,78,76
2021,QB,77655,64.1,57.4
2021,QB,97790,63.7,56.9
2021,QB,77641,54.4,44.6
2021,QB,147415,23.3,3
2021,QB,60513,63.8,57
2021,QB,131687,51.6,40.9
2021,QB,77696,73.4,69.9
2021,QB,101620,64.2,57.6
2021,QB,144622,81,80
2021,QB,147110,47.5,35.4
2021,QB,77685,52.7,42.3
2021,QB,77677,66.2,60.3
2021,QB,98683,51.6,40.8
2021,QB,60363,65.3,59.1
2021,QB,75886,64.5,58.1
2021,QB,99135,56.2,47
2021,QB,99130,49.8,38.5
2021,QB,97103,62.7,55.6
2021,QB,77642,51.9,41.2
2021,QB,97804,67,61.3
2021,QB,77628,77.7,75.6
2021,QB,86272,80.6,79.5
2021,QB,122162,46.1,33.5
2021,QB,144829,31.4,13.8
2021,QB,73929,76.1,73.5
2021,QB,83571,68.1,62.9
2021,QB,100570,51.3,40.4
2021,QB,82111,58.1,49.5
2021,QB,98212,46.5,34
2021,QB,77636,58.8,50.5
2021,QB,97994,44.2,30.9
2021,QB,97784,63.4,56.6
2021,QB,98002,100,100
2021,QB,77625,52.4,41.9
2021,QB,100575,50.6,39.5
2021,QB,101284,69.6,64.8
2021,QB,98362,64.6,58.2
2021,QB,60593,87.1,88.1
2021,QB,60583,62.3,55.1
2021,QB,123109,58.2,49.6
2021,QB,77680,32.5,15.3
2021,QB,60613,72.4,68.6
2021,QB,83543,67.7,62.3
2021,QB,83580,19.2,0
2021,QB,97603,0,0
2021,QB,83590,36.6,20.8
2021,QB,40788,71.4,67.3
2021,QB,60382,62.2,54.9
2021,QB,60353,63.8,57.1
2021,QB,83529,48.7,37
2021,QB,109060,40.1,25.5
2021,QB,146409,56.3,47
2021,QB,97993,65.3,59.1
2021,QB,131928,66.2,60.3
2021,QB,122677,45.4,32.5
2021,QB,122496,57.4,48.5
2021,QB,97416,62.9,55.8
2021,QB,144392,43.6,30.1
2021,QB,100580,60.4,52.5
2021,QB,124359,37.1,21.4
2021,QB,99129,81.3,80.5
2021,QB,97998,62.5,55.3
2021,QB,55029,56.7,47.7
2021,QB,82068,53.9,43.8
2021,QB,98365,63.1,56.1
2021,QB,39990,61.9,54.6
2021,QB,40551,52.2,41.6
2021,QB,77698,39.2,24.2
2021,QB,124099,59.7,51.6
2021,QB,40110,41.8,27.7
2021,QB,82134,41.9,27.8
2021,QB,124366,43.7,30.2
2021,QB,70961,54.9,45.2
2021,QB,60446,68.1,62.8
2021,QB,101629,61,53.3
2021,QB,83533,67.5,62.1
2021,QB,60332,39.9,25.2
2021,QB,60452,52.5,41.9
2021,QB,71295,23.7,3.5
2021,QB,77618,63.9,57.2
2021,QB,75888,36.8,21
2021,QB,82136,52.7,42.3
2021,QB,97408,70.9,66.5
2021,QB,77660,65.2,58.9
2021,QB,77650,31.1,13.4
2021,QB,124093,57.3,48.5
2021,QB,77656,72.9,69.2
2021,QB,60459,56.7,47.7
2021,QB,40709,50,38.6
2021,QB,144488,55.6,46.1
2021,QB,60552,55.8,46.4
2021,QB,83537,66,60
2021,QB,122225,66.8,61
2016,QB,40788,39.5,43
2016,QB,40110,39,42.4
2016,QB,46511,14.9,16.2
2025,QB,157186,50.6,50.6
2025,QB,144971,80,80
2025,QB,164182,80.9,80.9
2025,QB,122864,16.3,16.3
2025,QB,144442,62.7,62.7
2025,QB,131845,76.4,76.4
2025,QB,156642,29.6,29.6
2025,QB,169984,62.5,62.5
2025,QB,122910,41.9,41.9
2025,QB,172386,62,62
2025,QB,156185,43.8,43.8
2025,QB,172381,45.3,45.3
2025,QB,163817,38.9,38.9
2025,QB,101628,25.7,25.7
2025,QB,146688,58.1,58.1
2025,QB,104768,63.9,63.9
2025,QB,158516,50.8,50.8
2025,QB,158386,58.1,58.1
2025,QB,144506,43.6,43.6
2025,QB,128176,22.8,22.8
2025,QB,157302,31,31
2025,QB,174203,30.2,30.2
2025,QB,99476,60,60
2025,QB,174728,39.4,39.4
2025,QB,129623,53.1,53.1
2025,QB,157688,49.3,49.3
2025,QB,131702,42.8,42.8
2025,QB,175465,39.2,39.2
2025,QB,146839,39,39
2025,QB,156966,53,53
2025,QB,145996,68.3,68.3
2025,QB,192135,35.8,35.8
2025,QB,131734,6.2,6.2
2025,QB,163426,56.4,56.4
2025,QB,122282,59.8,59.8
2025,QB,158503,11.3,11.3
2025,QB,124010,73.4,73.4
2025,QB,122938,52.9,52.9
2025,QB,122412,30.5,30.5
2025,QB,156352,55.4,55.4
2025,QB,158683,59.5,59.5
2025,QB,184200,56.6,56.6
2025,QB,173983,85.8,85.8
2025,QB,156398,100,100
2025,QB,131687,74.4,74.4
2025,QB,97804,26.3,26.3
2025,QB,171556,67.1,67.1
2025,QB,129457,6.7,6.7
2025,QB,156927,78.1,78.1
2025,QB,129906,63.1,63.1
2025,QB,158323,86.5,86.5
2025,QB,155757,28.8,28.8
2025,QB,172309,52.8,52.8
2025,QB,144781,37,37
2025,QB,151147,35.9,35.9
2025,QB,124329,53.7,53.7
2025,QB,158966,43.4,43.4
2025,QB,173684,64.3,64.3
2025,QB,70874,42.5,42.5
2021,QB,83542,65,58.6
2021,QB,124184,76.3,73.8
2021,QB,98006,50,38.6
2021,QB,100201,91,93.4
2021,QB,40508,52.8,42.4
2019,QB,83522,40.4,30.2
2019,QB,77679,55.2,50.2
2019,QB,98674,35.6,23.7
2019,QB,40108,46.8,38.8
2019,QB,78529,62.1,59.5
2019,QB,40056,51.4,45
2019,QB,60383,36.4,24.9
2019,QB,97790,55.1,50
2019,QB,77685,33.2,20.6
2019,QB,60344,64.9,63.1
2019,QB,75886,60.1,56.7
2020,QB,78494,10.5,7.2
2020,QB,83522,59.7,59.2
2020,QB,77679,43.7,42.3
2020,QB,40108,41,39.4
2020,QB,78529,51.4,50.5
2020,QB,60383,52.1,51.1
2020,QB,97790,54.3,53.5
2020,QB,77641,44.4,43.1
2020,QB,77696,52.1,51.2
2020,QB,83548,33.8,31.8
2020,QB,77685,52.3,51.4
2020,QB,121427,47.9,46.7
2020,QB,60344,44.7,43.4
2020,QB,60363,17.6,14.7
2020,QB,75886,54.3,53.5
2020,QB,82143,35.4,33.5
2020,QB,99135,56.3,55.7
2020,QB,98356,35.7,33.8
2020,QB,97103,41,39.5
2020,QB,77628,62.4,62.1
2020,QB,86272,71.8,72
2020,QB,122162,69,69
2020,QB,100570,53.6,52.8
2020,QB,97994,50.1,49
2020,QB,98367,54.6,53.8
2020,QB,97784,47.6,46.4
2020,QB,98002,91.6,92.9
2020,QB,101284,55,54.3
2020,QB,60593,51.2,50.2
2020,QB,60583,54.6,53.8
2020,QB,40557,54.9,54.2
2020,QB,83543,72.2,72.5
2020,QB,40788,39,37.3
2020,QB,60353,49.6,48.5
2020,QB,40771,50.4,49.3
2020,QB,83529,47,45.8
2020,QB,60581,26.8,24.4
2020,QB,97993,52.3,51.4
2020,QB,131928,53.1,52.2
2020,QB,122496,29.9,27.7
2020,QB,82151,43.8,42.4
2020,QB,101058,45.7,44.4
2020,QB,83578,69.6,69.7
2020,QB,100580,58.6,58.1
2020,QB,124359,37.2,35.4
2020,QB,55029,65.5,65.3
2020,QB,82068,86.6,87.7
2020,QB,98365,36.8,35
2020,QB,39990,53.9,53.1
2020,QB,41127,42.9,41.5
2020,QB,124099,58.2,57.7
2020,QB,82134,57.6,57
2020,QB,77673,19.8,17
2020,QB,40273,40.6,39
2020,QB,83533,52.6,51.7
2020,QB,60370,53.7,52.8
2020,QB,60452,21.3,18.6
2020,QB,77618,58.4,57.8
2020,QB,40048,35.9,34.1
2020,QB,40384,45.5,44.2
2020,QB,82136,39,37.3
2020,QB,97408,84.2,85.1
2020,QB,77660,65,64.8
2020,QB,124093,33.3,31.4
2020,QB,40709,49.8,48.7
2020,QB,60545,40.6,39
2020,QB,60475,47.1,45.9
2020,QB,60570,47.9,46.8
2020,QB,83537,56.5,55.8
2020,QB,46511,42.3,40.8
2020,QB,83526,18.2,15.3
2020,QB,122599,16.4,13.4
2020,QB,124184,51.6,50.6
2020,QB,100201,21,18.3
2025,QB,170131,94.8,94.8
2025,QB,173727,63.8,63.8
2019,QB,77628,35.5,23.7
2019,QB,86272,69,68.8
2019,QB,83571,33.8,21.3
2019,QB,82102,49.5,42.5
2019,QB,98212,54.3,48.9
2019,QB,98367,72.5,73.5
2019,QB,101284,61,57.9
2019,QB,98362,49.5,42.5
2019,QB,60593,69.2,69
2019,QB,60362,17.6,0
2019,QB,40557,61,58
2019,QB,60613,64,62
2019,QB,83543,50.6,44
2019,QB,97603,30.6,17.1
2019,QB,60382,57.2,52.8
2019,QB,77621,41.1,31.1
2019,QB,60353,60.3,56.9
2019,QB,40771,56.2,51.5
2019,QB,97993,65.3,63.8
2019,QB,97602,39.5,29
2019,QB,101058,50.4,43.7
2019,QB,100580,74.5,76.1
2019,QB,83576,44.7,36
2019,QB,55029,56.1,51.3
2019,QB,82068,68.1,67.5
2019,QB,39990,51.6,45.3
2019,QB,77698,38.3,27.4
2019,QB,60485,48.3,40.8
2019,QB,82134,70.1,70.2
2019,QB,60446,50.4,43.6
2019,QB,40273,57,52.6
2019,QB,71295,45.8,37.4
2019,QB,77618,63.1,60.8
2019,QB,75888,42.5,33
2019,QB,40384,53.2,47.5
2019,QB,77660,59.6,56
2019,QB,40211,36.3,24.7
2025,QB,158533,38.6,38.6
2025,QB,158135,83.6,83.6
2025,QB,162521,32.5,32.5
2025,QB,132046,61.4,61.4
2025,QB,174978,65.6,65.6
2025,QB,146802,72.6,72.6
2025,QB,138303,42.5,42.5
2025,QB,70727,50.6,50.6
2025,QB,157404,0,0
2025,QB,123758,62.5,62.5
2025,QB,124716,4.8,4.8
2025,QB,124093,29.8,29.8
2025,QB,101625,54.4,54.4
2025,QB,170107,17.2,17.2
2025,QB,122475,69,69
2025,QB,98006,24.2,24.2
2024,RB,160817,81.2,93.8
2024,RB,147787,80.6,93.1
2024,RB,169699,77.6,89.7
2024,RB,158717,76.2,88.1
2024,RB,190075,69.8,80.7
2024,RB,144541,68.5,79.2
2024,RB,143951,68,78.6
2024,RB,171893,67,77.5
2024,RB,150568,66,76.3
2024,RB,86392,65.9,76.2
2024,RB,176482,65,75.1
2024,RB,124179,64.1,74.1
2024,RB,173719,64,74
2024,RB,143876,63.7,73.7
2024,RB,158417,62,71.7
2024,RB,122318,61.3,70.9
2024,RB,124129,60.7,70.2
2024,RB,141259,60.6,70.1
2024,RB,190013,60.2,69.6
2024,RB,156791,59.4,68.7
2024,RB,167095,59.2,68.4
2024,RB,162437,58,67
2024,RB,144652,58,67
2024,RB,156351,57.7,66.6
2024,RB,130489,57.6,66.6
2024,RB,123380,57.2,66.1
2024,RB,158449,57.1,66
2024,RB,172220,56.3,65.1
2024,RB,156624,56.3,65.1
2024,RB,163009,56.1,64.9
2024,RB,159936,55.2,63.8
2024,RB,147252,54.2,62.6
2024,RB,123119,54,62.4
2024,RB,144592,53.8,62.2
2024,RB,147143,53.2,61.5
2024,RB,161419,52.8,61
2024,RB,99591,52.4,60.6
2024,RB,157128,52.1,60.3
2024,RB,146626,51,58.9
2024,RB,157691,50.4,58.3
2024,RB,122936,50.3,58.1
2024,RB,122234,50.1,57.9
2024,RB,147141,49.8,57.6
2024,RB,145037,49.6,57.4
2024,RB,163031,49.5,57.2
2024,RB,128240,49,56.6
2024,RB,145809,48.4,56
2024,RB,130368,48.4,56
2024,RB,150195,48.1,55.6
2024,RB,184204,48.1,55.6
2024,RB,163857,47.7,55.1
2024,RB,142276,47.3,54.6
2024,RB,190723,47.2,54.6
2024,RB,145057,47.1,54.4
2024,RB,124223,47,54.4
2024,RB,124144,47,54.3
2024,RB,104843,46.3,53.5
2024,RB,144891,46.1,53.3
2024,RB,157730,46.1,53.3
2024,RB,121537,46,53.2
2024,RB,176564,45.8,52.9
2024,RB,130550,45.4,52.4
2024,RB,149110,45.2,52.2
2024,RB,123383,45.2,52.2
2024,RB,97161,45.1,52.1
2024,RB,144799,43.9,50.8
2024,RB,101643,43.7,50.5
2024,RB,158060,43.4,50.2
2024,RB,99609,42.9,49.5
2024,RB,129488,42.9,49.5
2024,RB,157372,42.6,49.3
2024,RB,109083,42.3,48.9
2024,RB,123391,42.1,48.6
2024,RB,144232,41.5,47.9
2024,RB,158097,41.1,47.5
2024,RB,172379,40.6,46.9
2024,RB,123472,40.5,46.8
2024,RB,144006,40.5,46.9
2024,RB,174754,40.4,46.7
2024,RB,130386,40.4,46.7
2024,RB,157582,39.8,46
2024,RB,145580,39.7,45.9
2024,RB,145108,39.6,45.8
2024,RB,157020,39.5,45.7
2024,RB,184224,39.5,45.6
2024,RB,156926,39.3,45.4
2024,RB,78578,39.2,45.3
2024,RB,156837,39,45
2024,RB,169178,38.5,44.5
2024,RB,129634,38.3,44.3
2024,RB,170378,37.6,43.4
2024,RB,191372,37,42.8
2024,RB,99592,36.9,42.7
2024,RB,131577,36.5,42.2
2024,RB,147376,36.2,41.8
2024,RB,172525,36,41.6
2024,RB,97189,35.7,41.3
2024,RB,163362,35.6,41.1
2024,RB,97754,35.3,40.8
2024,RB,122249,35.2,40.7
2024,RB,174095,34.7,40.1
2024,RB,129669,34,39.3
2024,RB,173133,34,39.3
2024,RB,97121,33.6,38.8
2024,RB,99488,33.6,38.8
2024,RB,150238,33.4,38.6
2024,RB,171398,33.4,38.6
2024,RB,160350,32.9,38.1
2024,RB,101068,32.1,37.1
2024,RB,145187,31.9,36.8
2024,RB,129418,31.7,36.7
2024,RB,146874,31.6,36.6
2024,RB,99619,31.5,36.4
2024,RB,162457,31.3,36.2
2024,RB,145672,31.2,36.1
2024,RB,172398,31.1,35.9
2024,RB,171350,31,35.8
2024,RB,145532,30.6,35.4
2024,RB,122155,29.1,33.7
2024,RB,97200,29.1,33.7
2024,RB,98803,28.5,33
2024,RB,97120,27.5,31.8
2024,RB,174131,27.2,31.5
2024,RB,145628,26.6,30.7
2024,RB,139386,26.2,30.3
2024,RB,170288,25.6,29.5
2024,RB,156890,25.6,29.6
2024,RB,102382,25.5,29.4
2024,RB,144448,25.4,29.4
2024,RB,123849,25.2,29.1
2024,RB,158325,24.8,28.6
2024,RB,160363,23.2,26.9
2024,RB,175620,22.7,26.2
2024,RB,130584,22.7,26.2
2024,RB,158568,22.1,25.5
2024,RB,131782,18.6,21.5
2024,RB,100835,18.6,21.4
2024,RB,144892,17,19.6
2024,RB,190015,15.4,17.8
2024,RB,109080,15.3,17.6
2024,RB,190713,14.9,17.2
2024,RB,147003,14.7,17
2024,RB,123342,14.6,16.8
2024,RB,146414,13.4,15.5
