index,player_id,season,position,unit,player,run_defense_snaps,pass_rush_snaps,coverage_snaps,total_snaps,run_block_snaps,receiving_snaps,pass_block_snaps,run_snaps,pass_snaps,run_defense,pass_rush,coverage,discipline,defense,run_block,receiving,pass_block,run,pass,offense,coverage_rank,offense_rank,defense_rank,run_defense_rank,pass_rush_rank,receiving_rank,pass_rank,run_block_rank,pass_block_rank,run_rank,season_1,position_1,pff_player_id,wick_score,capped_wick_score
31,150058,2023,CB,defense,B.J. Mayes,3372.0,38.0,4220.0,8805,0.0,0.0,0.0,0.0,0.0,59.47368421052632,43.5,76.99473684210527,13.594736842105265,72.01578947368421,,,,,,,128.61111111111111,,248.77777777777777,608.6111111111111,,,,,,,2023,CB,150058,72.9,72.9
32,173463,2023,CB,defense,TJ Crandall,2136.0,0.0,1860.0,4646,0.0,0.0,0.0,0.0,0.0,66.68947368421053,,74.6842105263158,80.18947368421053,74.78421052631579,,,,,,,126.4,,151.4,438.0,,,,,,,2023,CB,173463,71.8,71.8
33,131462,2023,CB,defense,Preston Hodge,2762.0,126.0,5336.0,10233,0.0,0.0,0.0,0.0,0.0,71.1842105263158,64.23529411764706,83.51578947368421,86.44736842105263,83.5,,,,,,,50.0,,43.66666666666666,280.5882352941176,,,,,,,2023,NB,131462,60.7,60.7
34,97329,2022,CB,defense,Derrick Canteen,4788.0,139.0,5213.0,11407,0.0,0.0,0.0,0.0,0.0,60.978947368421046,68.62307692307692,70.62105263157895,74.88421052631578,69.36315789473684,,,,,,,270.63157894736844,,308.2631578947368,558.421052631579,,,,,,,2022,NB,97329,30.1,30.1
35,100302,2023,CB,defense,Kempton Shine,4960.0,19.0,4936.0,10179,0.0,0.0,0.0,0.0,0.0,84.77894736842104,59.0,68.38947368421053,18.178947368421053,70.88947368421053,,,,,,,337.42105263157896,,279.2105263157895,37.94736842105263,,,,,,,2023,NB,100302,50.9,50.9
36,56122,2020,CB,defense,Cam Johnson,3947.0,0.0,4378.0,9234,0.0,0.0,0.0,0.0,0.0,57.470000000000006,,75.67,33.239999999999995,71.41,,,,,,,52.0,,104.6,262.89473684210526,,,,,,,2020,CB,56122,57.8,57.8
37,78673,2022,CB,defense,Decorian Patterson,4524.0,126.0,6256.0,12470,0.0,0.0,0.0,0.0,0.0,70.71052631578948,49.55789473684211,71.62105263157895,84.17894736842106,71.84210526315789,,,,,,,236.1578947368421,,224.94736842105263,320.5263157894737,53.0,,,,,,2022,CB,78673,62.2,62.2
38,122146,2024,CB,defense,Fred Davis II,2769.0,11.0,2506.0,5805,0.0,0.0,0.0,0.0,0.0,68.86,58.3,70.65,30.75,69.53,,,,,,,129.33333333333334,,245.25,198.84615384615384,,,,,,,2024,CB,122146,57.9,58.0
39,131462,2023,CB,defense,Preston Hodge,2762.0,126.0,5336.0,10233,0.0,0.0,0.0,0.0,0.0,71.1842105263158,64.23529411764706,83.51578947368421,86.44736842105263,83.5,,,,,,,50.0,,43.66666666666666,280.5882352941176,,,,,,,2023,CB,131462,61.5,61.5
40,146043,2024,CB,defense,Julian Neal,2516.0,69.0,4147.0,7470,0.0,0.0,0.0,0.0,0.0,68.34,62.47222222222222,64.44,81.995,65.75,,,,,,,485.7894736842105,,448.3157894736842,203.9090909090909,,,,,,,2024,CB,146043,48.2,48.2
41,156676,2024,CB,defense,Matthew McDoom,3320.0,16.0,3743.0,7766,0.0,0.0,0.0,0.0,0.0,68.22999999999999,57.2,76.9,82.545,76.82000000000001,,,,,,,159.88888888888889,,150.88888888888889,302.3333333333333,,,,,,,2024,CB,156676,62.9,62.9
42,156723,2024,CB,defense,Brent Austin,3953.0,45.0,5228.0,9832,0.0,0.0,0.0,0.0,0.0,57.585,53.35,71.09,83.51,69.435,,,,,,,268.7894736842105,,317.10526315789474,543.7894736842105,,,,,,,2024,CB,156723,57.2,57.2
43,156809,2024,CB,defense,Jacobie Henderson,4632.0,33.0,5261.0,10563,0.0,0.0,0.0,0.0,0.0,50.78,58.7764705882353,65.61,42.83,62.65,,,,,,,421.8,,543.2,617.0,,,,,,,2024,CB,156809,54.0,54.1
